Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
"32,8296296296296",Camion.1237,Aserradero53,342.OnEnteredProcessing,[Begin],Process 'Aserradero53.OnEnteredProcessing' started.
"32,8296296296296",Camion.1237,Aserradero53,342.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Camion.1237' ending transfer into station 'Aserradero53.Processing'.
"32,8296296296296",Camion.1237,Aserradero53,342.OnEnteredProcessing,[Execute] CreatedEntity_AddOnProcess,Executing process 'CrearCamiones'.
"32,8296296296296",Camion.1237,Model,20.CrearCamiones,[Begin],Process 'CrearCamiones' started.
"32,8296296296296",Camion.1237,Model,20.CrearCamiones,[Assign] SetHomeNode,Assigning state variable 'Camion.1237.HomeNode' the value 'LlegadaAserradero53'.
"32,8296296296296",Camion.1237,Model,20.CrearCamiones,[Assign] Assign1,Assigning state variable 'Camion.1237.MyID' the value '53'.
"32,8296296296296",Camion.1237,Model,20.CrearCamiones,[Assign] UpdateNCamiones,Assigning state variable 'Model.CamionesActivos[53]' the value '12'.
"32,8296296296296",Camion.1237,Model,20.CrearCamiones,[Execute] CargaCamion,Executing process 'CargaCamiones'.
"32,8296296296296",Camion.1237,Model,50.CargaCamiones,[Begin],Process 'CargaCamiones' started.
"32,8296296296296",Camion.1237,Model,50.CargaCamiones,[Assign] AsignarPeso,"Assigning state variable 'Camion.1237.peso' the value '32,703351046736'."
"32,8296296296296",Camion.1237,Model,50.CargaCamiones,[End],Process 'CargaCamiones' ended.
"32,8296296296296",Camion.1237,Model,20.CrearCamiones,[End],Process 'CrearCamiones' ended.
"32,8296296296296",Camion.1237,Aserradero53,342.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'Camion.1237' initiating transfer from '[Station] Aserradero53.Processing' into station location 'Aserradero53.OutputBuffer'.
"32,8296296296296",Camion.1237,Aserradero53,23.OnEntityArrival,[End],Process 'Aserradero53.OnEntityArrival' ended.
"32,8296296296296",Camion.1237,Aserradero53,20.OnEnteredOutputBuffer,[Begin],Process 'Aserradero53.OnEnteredOutputBuffer' started.
"32,8296296296296",Camion.1237,Aserradero53,20.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'Camion.1237' ending transfer into station 'Aserradero53.OutputBuffer'.
"32,8296296296296",Camion.1237,Aserradero53,20.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Camion.1237' initiating transfer from '[Station] Aserradero53.OutputBuffer' into node 'Output@Aserradero53'.
"32,8296296296296",Camion.1237,Output@Aserradero53,23.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Aserradero53.OnEnteredFromAssociatedObject' started.
"32,8296296296296",Camion.1237,Output@Aserradero53,23.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Aserradero53.Entered'.
"32,8296296296296",Camion.1237,Output@Aserradero53,23.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
"32,8296296296296",Camion.1237,Output@Aserradero53,23.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token sent to 'False' exit.
"32,8296296296296",Camion.1237,Output@Aserradero53,23.OnEnteredFromAssociatedObject,[Execute] RoutingOutLogic,Executing process 'Output@Aserradero53.RoutingOutLogic'.
"32,8296296296296",Camion.1237,Output@Aserradero53,50.RoutingOutLogic,[Begin],Process 'Output@Aserradero53.RoutingOutLogic' started.
"32,8296296296296",Camion.1237,Output@Aserradero53,50.RoutingOutLogic,[SetNode] EntityDestination,Destination node of entity 'Camion.1237' set to value 'Input@BrightPesajeEntrada'.
"32,8296296296296",Camion.1237,Output@Aserradero53,50.RoutingOutLogic,[End],Process 'Output@Aserradero53.RoutingOutLogic' ended.
"32,8296296296296",Camion.1237,Output@Aserradero53,23.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Camion.1237' initiating transfer from '[Node] Output@Aserradero53' onto link 'Path302'.
"32,8296296296296",Camion.1237,Path302,50.OnEntered,[Begin],Process 'Path302.OnEntered' started.
"32,8296296296296",Camion.1237,Path302,50.OnEntered,[EndTransfer] OntoPath,Entity 'Camion.1237' ending transfer onto link 'Path302'.
"32,8296296296296",Camion.1237,Path302,50.OnEntered,[End],Process 'Path302.OnEntered' ended.
"32,8296296296296",Camion.1237,Aserradero53,342.OnEnteredProcessing,[End],Process 'Aserradero53.OnEnteredProcessing' ended.
"32,8296296296296",Camion.1237,Aserradero53,20.OnEnteredOutputBuffer,[End],Process 'Aserradero53.OnEnteredOutputBuffer' ended.
"32,8296296296296",Camion.1237,Output@Aserradero53,23.OnEnteredFromAssociatedObject,[End],Process 'Output@Aserradero53.OnEnteredFromAssociatedObject' ended.
"32,8296296296296",--,--,--,--,Firing event 'Aserradero38.TimerCreacion.Event'.
"32,8296296296296",--,--,--,--,Firing event 'Aserradero38.Monitor1.Event'.
"32,8296296296296",Aserradero38,Aserradero38,23.Process1,[Begin],Process 'Aserradero38.Process1' started.
"32,8296296296296",Aserradero38,Aserradero38,23.Process1,[Fire] Fire4,Firing event 'Aserradero38.CrearEntidad'.
"32,8296296296296",--,--,--,--,Firing event 'Aserradero38.EntityArrivals.Event'.
"32,8296296296296",Aserradero38,Aserradero38,23.Process1,[End],Process 'Aserradero38.Process1' ended.
"32,8296296296296",Aserradero38,Aserradero38,20.OnEntityArrival,[Begin],Process 'Aserradero38.OnEntityArrival' started.
"32,8296296296296",Aserradero38,Aserradero38,20.OnEntityArrival,[Execute] CreatingEntities_AddOnProcess,Executing process 'CreandoCamiones'.
"32,8296296296296",Aserradero38,Model,23.CreandoCamiones,[Begin],Process 'CreandoCamiones' started.
"32,8296296296296",Aserradero38,Model,23.CreandoCamiones,[Assign] Assign4,Assigning state variable 'Aserradero38.NodoLlegada' the value 'LlegadaAserradero38'.
"32,8296296296296",Aserradero38,Model,23.CreandoCamiones,[End],Process 'CreandoCamiones' ended.
"32,8296296296296",Aserradero38,Aserradero38,20.OnEntityArrival,[Create] Entities,Creating '1' object(s) of entity type 'Camion' using creation method 'NewObject'.
"32,8296296296296",--,--,--,--,Object 'Camion.1238' created.
"32,8296296296296",Camion.1238,Aserradero38,23.OnEntityArrival,[Transfer] ToProcessing,Entity 'Camion.1238' initiating transfer from '[FreeSpace] Aserradero38' into station location 'Aserradero38.Processing'.
"32,8296296296296",Aserradero38,Aserradero38,20.OnEntityArrival,[End],Process 'Aserradero38.OnEntityArrival' ended.
"32,8296296296296",Camion.1238,Aserradero38,342.OnEnteredProcessing,[Begin],Process 'Aserradero38.OnEnteredProcessing' started.
"32,8296296296296",Camion.1238,Aserradero38,342.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Camion.1238' ending transfer into station 'Aserradero38.Processing'.
"32,8296296296296",Camion.1238,Aserradero38,342.OnEnteredProcessing,[Execute] CreatedEntity_AddOnProcess,Executing process 'CrearCamiones'.
"32,8296296296296",Camion.1238,Model,20.CrearCamiones,[Begin],Process 'CrearCamiones' started.
"32,8296296296296",Camion.1238,Model,20.CrearCamiones,[Assign] SetHomeNode,Assigning state variable 'Camion.1238.HomeNode' the value 'LlegadaAserradero38'.
"32,8296296296296",Camion.1238,Model,20.CrearCamiones,[Assign] Assign1,Assigning state variable 'Camion.1238.MyID' the value '38'.
"32,8296296296296",Camion.1238,Model,20.CrearCamiones,[Assign] UpdateNCamiones,Assigning state variable 'Model.CamionesActivos[38]' the value '12'.
"32,8296296296296",Camion.1238,Model,20.CrearCamiones,[Execute] CargaCamion,Executing process 'CargaCamiones'.
"32,8296296296296",Camion.1238,Model,50.CargaCamiones,[Begin],Process 'CargaCamiones' started.
"32,8296296296296",Camion.1238,Model,50.CargaCamiones,[Assign] AsignarPeso,"Assigning state variable 'Camion.1238.peso' the value '29,5551797582818'."
"32,8296296296296",Camion.1238,Model,50.CargaCamiones,[End],Process 'CargaCamiones' ended.
"32,8296296296296",Camion.1238,Model,20.CrearCamiones,[End],Process 'CrearCamiones' ended.
"32,8296296296296",Camion.1238,Aserradero38,342.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'Camion.1238' initiating transfer from '[Station] Aserradero38.Processing' into station location 'Aserradero38.OutputBuffer'.
"32,8296296296296",Camion.1238,Aserradero38,23.OnEntityArrival,[End],Process 'Aserradero38.OnEntityArrival' ended.
"32,8296296296296",Camion.1238,Aserradero38,20.OnEnteredOutputBuffer,[Begin],Process 'Aserradero38.OnEnteredOutputBuffer' started.
"32,8296296296296",Camion.1238,Aserradero38,20.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'Camion.1238' ending transfer into station 'Aserradero38.OutputBuffer'.
"32,8296296296296",Camion.1238,Aserradero38,20.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Camion.1238' initiating transfer from '[Station] Aserradero38.OutputBuffer' into node 'Output@Aserradero38'.
"32,8296296296296",Camion.1238,Output@Aserradero38,23.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Aserradero38.OnEnteredFromAssociatedObject' started.
"32,8296296296296",Camion.1238,Output@Aserradero38,23.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Aserradero38.Entered'.
"32,8296296296296",Camion.1238,Output@Aserradero38,23.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
"32,8296296296296",Camion.1238,Output@Aserradero38,23.OnEnteredFromAssociatedObject,[Decide] IfTransporter,Token sent to 'False' exit.
"32,8296296296296",Camion.1238,Output@Aserradero38,23.OnEnteredFromAssociatedObject,[Execute] RoutingOutLogic,Executing process 'Output@Aserradero38.RoutingOutLogic'.
"32,8296296296296",Camion.1238,Output@Aserradero38,50.RoutingOutLogic,[Begin],Process 'Output@Aserradero38.RoutingOutLogic' started.
